listing_id,area_sqft,bedrooms,age_years,location,lot_size,price
547,2435.9,3,11,Rural,4208.3,453704.0
548,1129.8,2,33,Downtown,2747.4,280053.48
549,1677.2,4,59,Rural,4969.9,282874.19
550,2185.6,6,22,Rural,5597.7,453254.77
551,2506.5,6,53,Suburb,3304.5,533674.08
552,1481.8,2,10,Rural,2707.0,291380.66
553,1995.8,3,22,Suburb,2636.0,433792.91
554,1975.2,4,19,Rural,4367.1,415338.92
555,1107.3,6,76,Suburb,2116.6,216707.96
556,487.1,1,4,Downtown,976.3,193744.63
557,617.4,1,39,Suburb,1057.8,107921.66
558,2167.7,2,53,Suburb,2950.9,414750.39
559,1862.6,4,51,Suburb,4859.7,357961.65
560,977.8,5,15,Downtown,1778.8,307596.43
561,1407.2,2,79,Downtown,1866.3,343018.71
562,1554.4,3,6,Downtown,2431.0,395738.73
563,1580.1,6,43,Suburb,2037.2,305143.53
564,1781.1,2,71,Suburb,4940.6,314209.97
565,3153.2,2,53,Suburb,4761.0,582237.97
566,1320.1,2,21,Suburb,3814.8,259084.58
567,1887.4,1,46,Suburb,,342499.74
568,1327.4,5,73,Suburb,1885.0,291465.08
569,1414.1,3,67,Suburb,3706.8,246282.08
570,1259.7,6,44,Suburb,1999.5,284262.25
571,1658.2,5,53,Suburb,4116.4,321628.71
572,1460.6,4,4,Suburb,4293.4,346639.9
573,2013.7,5,11,Rural,4096.0,409409.78
574,1930.0,6,62,Rural,3062.8,338583.07
575,1251.9,3,4,Rural,2989.1,253790.45
576,2975.3,6,40,Downtown,6829.5,711955.87
577,1082.5,5,72,Suburb,1773.8,173638.54
578,2017.5,3,26,Downtown,4377.8,428161.96
579,3129.1,1,60,Rural,6616.4,530781.19
580,1362.2,2,48,Suburb,2641.7,218371.83
581,2612.4,3,10,Downtown,,640988.13
582,2669.8,1,71,Downtown,7635.6,478194.74
583,2007.1,6,69,Suburb,4794.2,365796.76
584,666.3,6,15,Suburb,1292.0,194699.48
585,2670.2,1,52,Suburb,5911.8,505720.65
586,1856.2,6,45,Suburb,4321.3,417909.07
587,1464.2,2,48,Rural,4048.0,260297.1
588,2581.9,2,77,Suburb,5190.6,457923.67
589,1355.2,3,60,Suburb,3612.7,291873.73
590,2452.2,5,15,Suburb,3641.8,468511.86
591,1463.4,2,74,Suburb,3677.7,258742.04
592,2128.0,1,11,Suburb,5243.1,454627.37
593,1139.7,4,24,Downtown,1392.8,292702.8
594,1556.7,5,17,Suburb,3672.6,364038.41
595,1238.1,3,4,Suburb,1649.9,319094.5
596,1363.2,4,18,Suburb,3866.7,341752.66
597,1914.0,4,54,Downtown,4208.9,430577.52
598,1694.7,4,27,Suburb,2491.8,410018.35
599,1914.8,1,24,Downtown,4821.2,439259.57
600,2585.7,4,13,Suburb,4372.8,561388.46
601,1729.2,5,57,Suburb,2290.0,321064.91
602,659.5,3,35,Suburb,1458.2,132955.02
603,1622.9,3,54,Rural,4284.0,259142.37
604,1848.6,2,6,Suburb,4595.2,429990.62
605,2423.7,1,54,Suburb,6411.8,366346.77
606,2433.0,6,73,Rural,6031.0,394483.28
607,2381.9,4,65,Suburb,4510.0,470432.31
608,1660.0,5,73,Downtown,2642.1,387512.83
609,2195.0,2,12,Suburb,3973.2,357866.84
610,915.5,4,31,Downtown,2470.3,264472.64
611,2591.6,2,14,Suburb,3218.0,499934.68
612,2068.1,5,42,Suburb,2769.2,457879.08
613,2110.7,5,41,Suburb,6023.4,381205.64
614,1567.2,2,26,Suburb,1909.7,298620.65
615,1833.7,1,13,Downtown,4032.7,449846.46
616,1389.7,3,78,Rural,3908.1,237168.02
617,2146.7,6,40,Suburb,4589.9,427740.52
618,985.6,6,18,Downtown,2502.6,315813.44
619,2394.9,2,21,Suburb,3003.6,426346.52
620,2132.8,4,63,Suburb,5393.8,442860.12
621,3040.6,4,78,Downtown,,603856.53
622,1775.9,2,8,Suburb,4155.1,401614.63
623,1742.6,1,67,Suburb,,317655.31
624,1918.1,3,29,Suburb,4406.7,361509.05
625,1822.2,6,63,Suburb,4688.6,369815.77
626,1733.9,5,61,Rural,,335357.33
627,1123.8,6,69,Suburb,1504.5,254733.56
628,1122.1,1,79,Downtown,3135.8,274940.08
629,1452.5,4,19,Downtown,3605.1,413301.64
630,1621.6,5,6,Suburb,3537.6,385888.13
631,1072.5,2,42,Downtown,2708.3,288608.83
632,1088.2,4,17,Suburb,2769.9,239827.86
633,1625.7,3,49,Downtown,3563.4,358907.64
634,2254.0,5,20,Rural,6192.6,464725.87
635,1682.7,4,3,Suburb,4666.1,387949.33
636,2215.3,2,50,Downtown,5881.7,438252.9
637,2395.5,2,19,Rural,3829.9,436556.81
638,2270.5,6,57,Suburb,4305.2,438306.93
639,1541.6,4,65,Suburb,4404.7,282547.95
640,1551.9,2,78,Rural,3444.1,268934.08
641,657.2,6,20,Rural,989.7,147291.54
642,1381.1,2,23,Downtown,3662.0,324793.62
643,2086.6,1,72,Rural,3163.4,338884.47
644,1133.4,2,56,Downtown,3326.0,270365.32
645,2629.3,2,37,Suburb,6279.1,499261.15
646,2678.4,1,6,Suburb,7784.6,480232.52
647,1573.8,6,40,Downtown,2775.0,409304.83
648,2365.0,5,37,Suburb,6595.1,473074.77
649,931.4,6,9,Downtown,1631.1,300348.05
650,1157.3,2,31,Rural,1547.7,189940.06
651,1571.7,1,68,Downtown,4020.1,316529.92
652,1805.3,3,48,Suburb,5194.7,371357.82
653,1686.0,1,32,Downtown,4826.4,428539.83
654,1271.6,4,18,Downtown,1832.0,354533.0
655,3004.6,4,17,Downtown,6611.4,704608.58
656,1978.3,1,22,Suburb,4750.6,382243.71
657,1975.5,6,13,Suburb,3487.4,406505.41
658,2217.3,1,44,Suburb,5576.7,403984.75
659,1907.5,6,13,Suburb,3583.0,469323.29
660,1658.3,1,54,Suburb,4574.4,330787.92
661,1458.9,1,62,Suburb,3227.1,225800.41
662,796.7,3,48,Downtown,1571.9,287761.06
663,2715.5,3,29,Suburb,5707.9,509644.58
664,1235.7,3,76,Rural,2404.3,171169.45
665,781.0,4,47,Rural,1618.7,133069.33
666,1305.1,5,11,Suburb,3207.4,355278.15
667,818.5,6,27,Suburb,1466.8,236878.44
668,3021.6,6,44,Rural,,601967.89
669,2023.7,3,74,Suburb,4906.5,304465.17
670,2663.0,6,41,Downtown,5352.3,604039.73
671,2690.9,1,41,Downtown,7412.2,547447.1
672,2148.3,3,9,Suburb,2664.9,464554.26
673,2150.9,1,37,Downtown,5547.9,444218.57
674,1357.3,4,16,Suburb,2364.6,341332.88
675,1748.4,4,75,Rural,4663.4,277640.3
676,1429.9,6,11,Suburb,2546.7,312785.88
677,1826.1,1,65,Suburb,2594.4,268844.93
678,1371.6,2,73,Rural,3242.5,240563.35
679,2575.9,4,78,Suburb,4072.9,493109.98
680,2268.2,3,36,Rural,5980.6,391825.56
681,1734.8,4,61,Downtown,3810.5,426419.42
682,776.5,1,55,Rural,,98797.11
683,2219.4,4,18,Downtown,5357.0,519177.81
684,2341.6,2,58,Downtown,4718.3,444852.29
685,1758.2,4,36,Suburb,4016.1,348388.93
686,1027.8,3,64,Suburb,1336.2,197557.16
687,2064.9,1,63,Downtown,2851.0,423715.14
688,2443.3,1,48,Suburb,4033.3,424586.3
689,626.1,5,18,Suburb,1330.8,214644.99
690,2146.8,5,73,Suburb,6042.4,450939.02
691,688.4,1,35,Suburb,837.0,113736.23
692,1848.3,1,55,Suburb,3090.2,337318.53
693,2869.3,4,10,Suburb,3910.3,545450.8
694,1856.2,2,40,Suburb,4966.7,364566.75
695,2093.9,1,35,Suburb,5847.3,362553.47
696,1603.2,6,68,Suburb,3520.5,326462.77
697,1795.9,3,44,Suburb,2864.0,355624.53
698,3238.4,3,28,Downtown,8701.5,678439.02
699,2616.3,5,14,Suburb,4700.6,577938.25
700,1607.7,3,45,Suburb,3717.5,295183.1
701,1566.9,6,47,Rural,4121.4,300423.57
702,1811.1,3,57,Suburb,3277.4,350847.39
703,3142.6,6,11,Downtown,4982.2,718200.6
704,1927.8,4,47,Suburb,2554.5,390929.65
705,2480.7,5,39,Suburb,7078.8,497100.78
706,1577.3,4,4,Suburb,1995.5,337864.95
707,1021.5,4,55,Downtown,2733.2,291687.83
708,2609.9,4,14,Suburb,7530.7,538689.89
709,1753.3,5,58,Rural,3420.5,349135.12
710,1320.5,5,1,Suburb,1905.3,364221.88
711,1376.4,1,34,Suburb,3355.7,251014.62
712,1389.6,1,45,Suburb,2159.3,233024.55
713,1428.9,1,13,Rural,2840.2,246664.28
714,858.3,5,39,Rural,1541.1,163277.88
715,2534.4,6,78,Suburb,6361.1,435691.56
716,2033.7,5,52,Suburb,5178.5,455090.7
717,2396.1,5,43,Downtown,5542.9,555143.38
718,1589.7,4,15,Downtown,3362.5,475116.96
719,2012.0,3,38,Suburb,5095.2,380326.93
720,1902.1,4,1,Suburb,2901.3,436954.05
721,2517.7,2,3,Downtown,3940.2,573396.11
722,2297.9,3,13,Suburb,3471.9,467547.59
723,2019.1,6,60,Downtown,3119.1,499426.48
724,1403.3,2,61,Downtown,,313325.6
725,1066.1,2,62,Suburb,1554.0,189548.78
726,1311.5,1,7,Rural,3761.4,247661.02
727,1412.9,2,57,Downtown,1875.0,258258.63
728,1470.9,3,1,Suburb,4234.3,312027.93
729,1044.9,6,36,Downtown,2746.3,299369.66
730,2813.9,4,54,Rural,6180.0,551959.34
731,1964.7,5,37,Downtown,4218.9,487731.96
732,569.0,5,26,Downtown,1499.4,251753.08
733,1133.4,6,65,Rural,2028.8,236021.69
734,982.0,3,38,Suburb,2616.6,204937.68
735,1945.6,6,74,Downtown,3848.2,491748.86
736,2450.8,5,75,Suburb,6484.3,459636.38
737,1198.2,6,47,Rural,2552.0,208822.58
738,2177.7,6,46,Suburb,6440.4,471159.81
739,1631.4,3,51,Suburb,3764.5,347177.38
740,2501.0,5,25,Suburb,5897.5,522108.92
741,2632.8,2,67,Downtown,4266.8,539067.0
742,1989.7,1,27,Rural,5963.0,373332.81
743,2237.9,4,27,Suburb,,499415.99
744,1798.1,6,15,Suburb,,429538.38
745,1572.3,3,14,Suburb,2892.9,383402.66
746,1091.2,4,42,Rural,,216085.68
747,1999.3,3,60,Downtown,,490057.77
748,1757.2,5,35,Downtown,2326.6,399359.16
749,1566.1,4,49,Suburb,2783.6,342963.6
750,1753.5,3,49,Suburb,4517.6,346974.09
751,1687.1,6,27,Downtown,4425.0,446294.65
752,1167.8,4,33,Rural,1565.0,195695.3
753,1478.5,4,67,Suburb,2881.7,314492.77
754,2495.5,4,47,Suburb,4920.5,481333.38
755,1658.1,3,60,Suburb,2506.5,285394.78
756,2649.8,6,61,Suburb,3887.6,508747.16
757,1097.8,2,2,Downtown,1951.7,305278.12
758,975.8,2,23,Suburb,1845.5,213420.25
759,1877.5,5,40,Downtown,4300.0,429215.47
760,2272.1,5,36,Suburb,5401.2,443440.82
761,1400.7,4,56,Suburb,3227.1,292649.33
762,2180.3,4,5,Downtown,4274.8,525750.68
763,2367.8,2,72,Suburb,3584.2,470117.63
764,2452.7,5,76,Suburb,3438.6,453439.6
765,1732.5,5,56,Downtown,2507.5,433221.0
766,1768.7,2,25,Downtown,4460.5,458535.59
767,796.2,1,18,Downtown,1229.5,225470.22
768,1814.0,4,28,Suburb,3723.1,407605.62
769,1970.7,1,12,Suburb,3235.9,395798.07
770,2658.9,1,30,Downtown,4457.6,556756.52
771,1027.2,2,77,Suburb,2609.7,214554.0
772,1285.5,5,57,Rural,3368.1,215106.16
773,1191.4,5,68,Downtown,2581.4,288706.44
774,2345.9,4,43,Suburb,5453.6,415603.35
775,400.0,4,33,Suburb,937.1,118773.73
776,1142.4,4,32,Downtown,3011.8,343069.76
777,3052.2,5,32,Rural,3670.4,575474.7
778,2198.8,5,25,Suburb,3702.3,487108.27
779,992.9,6,61,Rural,2610.7,177112.6
780,1763.6,2,58,Rural,5288.9,321727.64
781,2313.9,6,51,Downtown,5692.6,531279.58
782,2134.3,1,51,Rural,5727.4,339141.62
783,1665.6,6,21,Rural,2552.7,398748.46
784,1319.0,1,28,Downtown,1671.8,315645.52
785,2305.2,3,38,Rural,6659.0,433848.17
786,1796.1,1,25,Suburb,2939.9,347756.62
787,2291.4,4,78,Downtown,3890.4,500879.4
788,2041.1,3,54,Suburb,4783.7,389771.53
789,1516.8,1,35,Rural,3229.0,222886.38
790,2674.6,5,5,Rural,7272.3,546224.92
791,1497.5,1,1,Rural,2446.8,295184.59
792,2061.4,2,5,Suburb,3126.7,432673.25
793,1416.3,3,8,Downtown,1900.4,369287.75
794,1660.3,6,8,Suburb,4358.2,444111.25
795,1648.6,2,12,Downtown,3917.9,382050.59
796,1399.1,5,77,Suburb,3386.0,277525.59
797,1944.2,4,52,Downtown,3266.9,448524.48
798,2594.3,4,51,Suburb,4038.8,471617.64
799,2927.0,1,29,Suburb,7351.5,512429.19
800,2670.2,6,62,Suburb,7054.8,546362.57
801,1695.6,6,52,Suburb,2914.2,380238.79
802,2683.0,3,46,Rural,4739.5,482975.23
803,2053.9,3,22,Downtown,,434443.16
804,2888.8,3,60,Suburb,7644.5,525855.62
805,1037.2,1,63,Suburb,1565.4,180117.65
806,2697.9,4,67,Suburb,4508.4,521692.91
807,1437.6,4,39,Suburb,3688.2,335269.4
808,2500.8,6,2,Suburb,6182.2,564254.22
809,1517.9,4,74,Downtown,2862.7,372175.85
810,2352.6,3,1,Downtown,6210.5,594870.94
811,1629.6,5,61,Rural,3981.8,237321.13
812,662.3,1,11,Suburb,,179627.47
813,1214.2,6,38,Suburb,2542.4,276265.39
814,1654.2,1,59,Downtown,2608.6,361256.69
815,1814.7,3,77,Suburb,3503.7,330606.22
816,445.2,1,24,Downtown,624.8,134720.96
817,1075.1,1,25,Suburb,2288.7,190389.75
818,1357.7,3,61,Downtown,1807.6,328817.42
819,1672.0,2,37,Rural,2034.3,288450.21
820,1933.6,6,28,Suburb,5671.1,446108.72
821,1303.6,3,28,Suburb,1885.1,266694.84
822,882.4,3,72,Suburb,1566.5,219283.61
823,1983.0,2,2,Suburb,5531.8,403889.48
824,1599.3,4,18,Suburb,2158.1,406962.61
825,2337.1,3,24,Suburb,5228.3,446264.68
826,1482.1,4,24,Suburb,3111.3,339794.77
827,2190.1,4,5,Downtown,4941.2,559512.92
828,1261.6,5,50,Suburb,3000.7,238477.54
829,1962.2,4,9,Rural,4109.0,368689.11
830,1854.6,5,39,Suburb,5236.0,401187.03
831,2071.9,1,9,Downtown,4880.0,499210.87
832,1235.6,1,13,Downtown,1829.9,350925.78
833,1726.5,1,29,Downtown,3871.0,403092.29
834,1287.3,1,43,Suburb,1665.5,264694.59
835,1703.0,1,44,Suburb,2846.8,279250.09
836,2176.1,5,45,Downtown,6148.6,491352.84
837,3603.8,5,45,Rural,4689.4,708465.01
838,1821.3,6,40,Downtown,3309.7,440518.63
839,2232.2,3,50,Rural,2953.3,387847.24
840,1868.6,1,67,Suburb,5247.9,272922.15
841,2485.6,4,14,Rural,3235.5,479212.66
842,2079.6,4,42,Downtown,4605.4,433330.79
843,2431.7,3,23,Suburb,4939.9,494141.01
844,2015.2,5,19,Downtown,5617.2,536592.45
845,3250.2,5,10,Downtown,4180.0,735909.74
846,2632.6,4,50,Suburb,3232.3,512827.03
847,772.8,6,72,Suburb,2074.7,167019.97
848,1981.9,3,30,Downtown,3032.7,471943.19
849,1848.2,4,12,Suburb,,371559.55
850,469.7,1,76,Rural,,50000.0
851,1281.5,2,50,Suburb,2271.3,299016.04
852,1523.4,3,69,Downtown,2411.3,304518.87
853,1358.1,5,39,Suburb,,285587.94
854,1879.7,2,47,Suburb,4970.4,313993.31
855,718.8,2,5,Suburb,2148.6,213276.68
856,2252.2,6,69,Rural,5916.8,410303.57
857,2269.2,5,66,Rural,,376270.87
858,2014.8,1,32,Downtown,,403559.68
859,1603.1,4,40,Downtown,4096.1,421593.19
860,1805.1,3,1,Downtown,3967.3,469364.72
861,1521.8,1,44,Rural,2981.8,268979.0
862,2493.1,1,51,Rural,5619.2,414386.51
863,2107.4,2,60,Suburb,3114.9,404669.12
864,3004.6,3,27,Suburb,8654.2,618984.98
865,1581.0,2,24,Downtown,2957.6,396050.41
866,2677.5,6,32,Suburb,7695.4,513354.52
867,1455.4,3,31,Downtown,3789.0,308401.64
868,1700.1,3,77,Suburb,4024.5,264580.07
869,1173.8,6,11,Downtown,2004.8,371649.96
870,2118.7,3,78,Downtown,5211.8,398056.77
871,1767.3,5,70,Downtown,3288.3,377088.56
872,2177.6,4,72,Suburb,6212.1,407064.22
873,2701.5,3,30,Downtown,4997.0,562645.84
874,1769.6,2,60,Downtown,4859.3,345097.94
875,2032.5,3,67,Suburb,2611.4,398191.92
876,2345.3,1,23,Suburb,6222.8,457509.43
877,1768.0,1,68,Rural,,290999.52
878,1473.8,3,50,Rural,3361.4,281778.7
879,2018.9,2,32,Rural,4678.2,398073.43
880,2106.9,6,57,Suburb,,429569.65
881,2273.6,6,47,Suburb,5267.3,464588.68
882,2305.1,5,21,Suburb,6697.3,439436.18
883,1401.2,3,18,Suburb,3465.1,296065.72
884,2071.7,2,22,Downtown,4162.6,451545.6
885,2545.2,2,38,Suburb,7271.3,506535.2
886,1524.5,4,79,Suburb,3904.9,299843.19
887,2022.5,6,25,Suburb,4971.2,483580.33
888,1431.3,3,1,Rural,4083.3,322456.48
889,1904.7,2,74,Suburb,2937.2,362500.57
890,2849.4,2,23,Suburb,4345.8,560772.34
891,1908.3,5,53,Suburb,4364.1,389904.23
892,1222.8,6,71,Rural,,218274.59
893,2012.2,3,71,Downtown,2979.5,424093.95
894,1933.9,1,23,Suburb,,344077.91
895,2475.8,3,19,Suburb,3150.4,505290.04
896,978.4,5,41,Suburb,2640.5,227204.9
897,1253.0,3,16,Downtown,1778.7,282755.68
898,1757.4,2,5,Suburb,2195.8,293389.2
899,869.6,2,0,Suburb,1911.0,191091.7
900,2488.1,2,67,Suburb,4167.9,429108.44
901,586.0,2,46,Rural,862.3,80063.11
902,1304.7,4,54,Downtown,2785.2,359101.24
903,915.7,2,23,Suburb,,181296.26
904,1409.9,1,67,Suburb,2673.3,201371.82
905,2286.4,3,21,Suburb,5461.7,468935.1
906,2166.9,6,55,Suburb,3245.9,469445.54
907,2361.8,3,36,Rural,4915.0,472920.15
908,2167.5,6,27,Suburb,6188.7,440599.78
909,581.7,1,45,Suburb,1076.1,99397.85
910,1985.9,3,14,Suburb,5010.0,399387.03
911,694.1,3,60,Rural,1301.7,147418.61
912,1501.8,4,64,Suburb,,309413.01
913,1568.4,5,70,Suburb,2986.2,309872.2
914,1477.4,6,50,Suburb,1963.0,342291.72
915,2100.3,5,15,Rural,,414871.67
916,1317.8,1,78,Downtown,2315.2,263442.54
917,2846.3,1,39,Suburb,7663.1,518176.64
918,2164.4,6,30,Suburb,5915.5,451021.92
919,2514.9,2,73,Rural,6481.6,404073.32
920,2260.9,4,18,Suburb,4733.0,478086.36
921,2341.9,4,25,Suburb,3112.8,483335.62
922,1779.3,6,46,Downtown,4341.2,480441.56
923,2986.1,4,44,Suburb,6286.2,598829.1
924,1171.7,1,22,Downtown,3109.7,290914.81
925,2082.3,1,35,Downtown,4303.6,386283.97
926,1807.3,3,68,Suburb,2317.3,290144.92
927,1670.3,2,59,Downtown,3566.6,347791.45
928,1996.3,2,64,Suburb,2841.8,345132.93
929,1354.1,4,58,Downtown,,294096.31
930,2327.6,2,59,Downtown,3003.3,469432.21
931,2277.2,5,31,Suburb,4515.7,474644.35
932,1863.7,3,8,Suburb,2696.5,376888.05
933,2248.6,4,21,Suburb,4967.1,459604.35
934,1180.3,2,1,Rural,,232580.69
935,717.4,4,50,Downtown,2124.7,202800.19
936,1456.2,2,8,Rural,3455.9,255287.76
937,1662.7,6,74,Downtown,4497.7,390703.05
938,3303.9,3,19,Downtown,6223.9,710203.92
939,1667.9,6,32,Downtown,3034.2,404980.82
940,2425.7,2,29,Suburb,,409311.53
941,2313.6,2,39,Downtown,2878.2,469148.53
942,3073.8,2,48,Downtown,7531.3,636962.39
943,1875.3,6,19,Suburb,4071.8,378617.66
944,2198.3,5,67,Suburb,5077.2,449455.23
945,1688.9,2,70,Downtown,2964.4,338621.96
946,1285.4,5,3,Suburb,1669.2,321324.74
947,1201.3,1,4,Suburb,2880.2,233213.7
948,1334.1,1,43,Rural,3604.6,228221.42
949,2664.1,5,30,Suburb,5121.8,543097.82
950,1977.0,5,26,Suburb,3820.4,431555.09
951,1712.8,6,7,Rural,,321232.94
952,1816.0,4,9,Downtown,,475243.2
953,1466.3,1,35,Suburb,3724.7,228705.74
954,1785.2,1,14,Suburb,,340991.66
955,1781.2,5,47,Suburb,5297.2,381295.09
956,2197.2,4,14,Downtown,5054.7,514890.64
957,2353.2,1,8,Downtown,3573.5,530826.08
958,822.5,6,51,Downtown,1375.0,267760.59
959,1945.1,6,53,Rural,4697.3,375946.45
960,2632.0,6,13,Downtown,4845.3,601586.91
961,1192.0,3,21,Downtown,2942.0,347551.9
962,1655.2,6,29,Rural,3940.9,372867.04
963,1907.0,3,16,Downtown,4975.0,439662.82
964,2467.2,3,40,Suburb,5633.0,449335.08
965,2164.2,6,27,Rural,4534.3,441773.56
966,1674.1,5,54,Suburb,3530.8,321695.11
967,2106.5,2,74,Downtown,3529.1,429302.92
968,2428.8,5,53,Suburb,3780.1,500296.58
969,2040.5,4,70,Suburb,,399004.0
970,2922.6,2,77,Downtown,7079.8,609144.31
971,2060.2,1,24,Downtown,,462572.16
972,1175.2,3,16,Suburb,,234482.35
973,1335.2,2,2,Downtown,1822.2,328879.82
974,1725.6,3,49,Suburb,3931.5,345752.16
975,1681.9,4,7,Downtown,4563.6,484158.01
976,2179.6,2,68,Downtown,4859.6,434731.97
977,2019.2,6,36,Suburb,5606.1,407782.27
978,2836.8,3,47,Suburb,4045.6,570380.83
979,2294.2,3,2,Downtown,6679.7,532860.71
980,2699.1,4,17,Rural,4655.1,535981.83
981,1348.5,1,55,Suburb,3320.2,262864.1
982,1550.4,4,27,Downtown,4547.0,365702.88
983,2218.5,2,47,Downtown,4890.4,460562.79
984,1862.7,3,6,Suburb,3191.3,380164.78
985,2184.5,3,33,Downtown,6477.8,502537.56
986,1958.2,3,52,Downtown,3261.4,447974.82
987,1435.2,1,11,Rural,3574.3,246290.05
988,2831.2,6,66,Rural,6404.1,535975.94
989,2494.0,1,76,Suburb,5308.0,374232.78
990,874.9,2,78,Suburb,2276.3,149531.09
991,1438.1,2,29,Downtown,4119.7,354835.97
992,1822.4,3,27,Downtown,5313.7,428771.61
993,2216.9,6,19,Downtown,5775.6,504542.0
994,1765.7,5,43,Suburb,4735.0,365439.33
995,991.3,3,78,Downtown,1242.1,204839.8
996,2308.1,4,65,Downtown,4316.6,532285.65
997,1684.9,1,60,Rural,3726.4,252586.46
998,2531.7,4,11,Downtown,5203.5,577280.36
999,1991.5,4,43,Rural,5742.3,363762.2
1000,2411.1,2,36,Suburb,6870.2,468804.23
1001,2311.6,4,28,Suburb,4776.5,469872.15
1002,2340.3,6,59,Downtown,6684.5,543255.84
1003,1505.3,4,64,Suburb,2766.5,265799.02
1004,2428.1,1,0,Suburb,6381.5,507077.18
1005,1933.3,5,56,Suburb,2783.5,373564.81
1006,1062.8,6,60,Rural,3168.7,228232.38
1007,1574.6,4,70,Suburb,3171.9,303608.44
1008,1609.0,3,57,Downtown,4751.6,391534.72
1009,2092.9,1,78,Rural,3476.7,315524.22
1010,2222.7,4,16,Suburb,3782.9,423796.43
1011,1143.3,4,46,Suburb,1949.8,211036.18
1012,2246.9,4,43,Suburb,3882.0,436701.51
1013,1773.4,4,66,Suburb,2409.7,373233.14
1014,1179.3,6,14,Suburb,3088.4,289547.54
1015,2312.3,4,73,Downtown,4899.9,488907.17
1016,1356.6,3,71,Suburb,2884.2,278230.64
1017,1097.9,1,16,Downtown,1841.0,269327.82
1018,2266.7,1,24,Suburb,4684.2,435410.83
1019,2352.5,2,50,Downtown,4772.5,498818.04
1020,1418.2,3,5,Downtown,1742.5,359930.24
1021,2447.1,4,67,Suburb,4256.0,463177.97
1022,2414.5,1,2,Suburb,3640.1,501314.5
1023,1503.4,5,63,Rural,2610.7,300431.2
1024,3011.2,6,21,Suburb,5937.8,615234.33
1025,1779.4,1,59,Suburb,5293.7,384762.19
1026,1949.6,6,78,Suburb,3653.8,390858.92
1027,400.0,5,36,Downtown,1122.1,181271.9
1028,2195.8,6,38,Rural,5560.7,413002.36
1029,1444.2,3,69,Suburb,4296.6,236892.68
1030,2079.2,6,76,Downtown,5552.1,488302.48
1031,791.0,4,39,Suburb,2290.1,108368.24
1032,2508.3,5,70,Suburb,3673.1,473400.43
1033,2688.2,5,23,Downtown,7019.0,575971.56
1034,2947.5,3,33,Suburb,5395.2,561306.81
1035,400.0,1,35,Rural,762.6,50537.19
1036,2168.4,3,33,Rural,3033.5,361155.21
1037,2023.3,5,65,Rural,2949.6,338683.23
1038,400.0,4,25,Rural,,129792.3
1039,1379.1,5,6,Downtown,2199.4,377243.61
1040,1767.3,1,2,Suburb,4175.9,357068.3
1041,2670.3,3,0,Suburb,4913.6,537294.36
1042,1319.8,6,65,Suburb,3090.9,301810.72
1043,1942.6,2,5,Suburb,4522.0,430171.29
1044,1785.4,3,55,Downtown,2836.0,420929.0
1045,2039.0,4,10,Downtown,5780.4,509487.61
1046,1582.0,3,5,Downtown,3927.8,419966.24
1047,2355.4,4,18,Downtown,,513498.65
1048,2403.3,1,68,Downtown,5561.9,506724.02
1049,1006.2,3,10,Suburb,2381.6,222348.21
1050,2493.1,3,71,Suburb,4582.2,426425.68
1051,1374.4,4,1,Downtown,3158.9,373532.69
1052,1658.0,2,5,Rural,2454.8,295985.6
1053,2496.3,5,21,Downtown,7433.7,590200.85
1054,1882.1,5,21,Downtown,4631.1,487805.73
1055,2168.1,5,48,Suburb,5595.4,469647.76
1056,2296.5,4,16,Suburb,5839.3,473399.19
1057,2183.1,6,59,Suburb,5962.4,425127.82
1058,1502.6,3,10,Downtown,3053.8,379061.42
1059,1255.3,6,37,Rural,2081.6,232771.58
1060,2233.7,1,34,Suburb,2808.0,393049.64
1061,2280.0,1,74,Rural,4850.7,407238.83
1062,2040.4,6,38,Suburb,,413740.18
1063,1713.6,6,3,Rural,3488.6,364610.44
1064,2340.2,5,46,Downtown,3068.4,545298.75
1065,1811.5,6,70,Downtown,4704.5,430720.22
1066,1008.1,3,17,Rural,1858.0,221234.87
1067,1996.4,6,3,Downtown,,494769.76
1068,2130.2,5,63,Rural,5628.4,357608.16
1069,2292.2,5,47,Suburb,4393.2,493878.06
1070,1295.0,3,47,Suburb,2649.0,237904.42
1071,1380.1,6,16,Downtown,3303.2,392366.63
1072,2028.6,5,11,Suburb,2556.9,449770.66
1073,1562.9,6,57,Rural,2749.2,252380.34
1074,1790.8,6,2,Suburb,5357.0,416424.76
1075,2392.9,1,59,Downtown,5823.4,461449.27
1076,2067.5,5,67,Suburb,2965.3,414544.29
1077,2924.4,1,65,Downtown,8508.6,560631.14
1078,2007.2,5,37,Suburb,5769.2,357784.92
1079,2857.0,4,23,Suburb,6797.1,591187.02
1080,2471.5,5,20,Suburb,3039.6,448611.49
1081,3358.5,6,12,Downtown,6546.8,743849.62
1082,1846.9,2,36,Suburb,3498.5,334721.21
1083,1786.9,4,60,Rural,2718.4,298474.91
1084,2619.8,2,21,Suburb,5992.8,505240.2
1085,1532.0,4,54,Rural,2631.4,299083.61
1086,1563.7,5,8,Suburb,3764.6,340252.11
1087,1989.4,6,36,Downtown,3270.3,470511.17
1088,2067.7,3,65,Suburb,,398114.34
1089,1005.4,4,34,Suburb,1703.7,240610.01
1090,1996.6,6,29,Rural,2447.9,423024.95
1091,1660.0,5,40,Downtown,4525.3,420460.2
