customer_id,tenure_months,monthly_charges,total_charges,contract_type,tech_support,city,signup_date,region_code,satisfaction,notes,churned
CUS000395,23,$101.68,2338.64,Month-to-month,No,City_17,2021-10-13,APAC,,free text note number 395 about this particular customer,1
CUS000396,41,$78.22,3207.02,Month-to-month,no,City_35,2020-09-14,APAC,3.0,free text note number 396 about this particular customer,1
CUS000397,67,$54.99,3684.33,N/A,no,City_43,2023-10-01,APAC,1.0,free text note number 397 about this particular customer,1
CUS000398,61,$56.56,3450.16,Month-to-month, Yes ,City_8,2023-07-11,APAC,3.0,free text note number 398 about this particular customer,1
CUS000399,39,$82.74,3226.86,One year,Yes,City_68,2020-09-20,APAC,5.0,free text note number 399 about this particular customer,1
CUS000400,46,$84.52,3887.92,Month-to-month,No,City_40,2021-01-04,APAC,3.0,free text note number 400 about this particular customer,1
CUS000401,58,$104.95,6087.1,N/A,Yes,City_54,2021-11-11,APAC,5.0,free text note number 401 about this particular customer,1
CUS000402,32,$80.46,2574.72,Two year,No,City_1,2022-12-29,APAC,2.0,free text note number 402 about this particular customer,1
CUS000403,47,$96.50,4535.5,Month-to-month, Yes ,City_66,2020-09-22,APAC,4.0,free text note number 403 about this particular customer,1
CUS000404,16,$107.92,,Two year,no,City_11,2023-12-28,APAC,3.0,free text note number 404 about this particular customer,1
CUS000405,44,$74.12,3261.28,One year,No,City_2,2021-07-12,APAC,4.0,free text note number 405 about this particular customer,1
CUS000406,17,$32.86,,One year,Yes,City_44,2022-06-01,APAC,3.0,free text note number 406 about this particular customer,1
CUS000407,14,$40.52,567.28,Month-to-month,no,City_77,2023-09-17,APAC,4.0,free text note number 407 about this particular customer,1
CUS000408,55,$34.05,1872.75,One year,no,City_79,2020-07-02,APAC,4.0,free text note number 408 about this particular customer,0
CUS000409,41,$109.79,4501.39,N/A,no,City_73,2024-01-02,APAC,4.0,free text note number 409 about this particular customer,1
CUS000410,27,$48.81,1317.87,Month-to-month,Yes,City_34,2021-06-09,APAC,3.0,free text note number 410 about this particular customer,1
CUS000411,3,$100.80,302.4,Two year,No,City_40,2021-12-09,APAC,1.0,free text note number 411 about this particular customer,1
CUS000412,17,$84.64,1438.88,Month-to-month,No,City_33,2020-05-15,APAC,5.0,free text note number 412 about this particular customer,1
CUS000413,57,$112.88,6434.16,Month-to-month, Yes ,City_73,2021-02-18,APAC,2.0,free text note number 413 about this particular customer,1
CUS000414,34,$95.08,3232.72,One year,Yes,City_75,2023-04-09,APAC,3.0,free text note number 414 about this particular customer,1
CUS000415,69,$67.44,4653.36,Month-to-month,No,City_14,2021-04-29,APAC,5.0,free text note number 415 about this particular customer,0
CUS000416,64,$65.00,4160.0,Month-to-month,Yes,City_42,2023-11-14,APAC,,free text note number 416 about this particular customer,1
CUS000417,61,$72.13,4399.93,Two year,Yes,City_29,2023-09-14,APAC,4.0,free text note number 417 about this particular customer,0
CUS000418,2,$74.38,148.76,Month-to-month,Yes,City_60,2022-03-10,APAC,2.0,free text note number 418 about this particular customer,1
CUS000419,4,$56.73,226.92,Month-to-month,no,City_13,2021-10-19,APAC,,free text note number 419 about this particular customer,1
CUS000420,42,$69.18,2905.56,Two year,No,City_34,2020-09-12,APAC,1.0,free text note number 420 about this particular customer,0
CUS000421,25,$110.23,2755.75,Month-to-month,No,City_53,2020-10-24,APAC,1.0,free text note number 421 about this particular customer,1
CUS000422,60,$27.45,1647.0,Month-to-month,No,City_73,2023-10-03,APAC,4.0,free text note number 422 about this particular customer,0
CUS000423,23,$76.46,1758.58,Two year,Yes,City_73,2023-06-06,APAC,,free text note number 423 about this particular customer,1
CUS000424,11,$47.33,520.63,Month-to-month,no,City_61,2020-02-04,APAC,4.0,free text note number 424 about this particular customer,1
CUS000425,9,$74.68,672.12,Two year,No,City_74,2022-02-03,APAC,5.0,free text note number 425 about this particular customer,1
CUS000426,22,$91.00,2002.0,Two year,Yes,City_8,2024-01-22,APAC,4.0,free text note number 426 about this particular customer,1
CUS000427,45,$68.56,3085.2,Two year,No,City_6,2021-10-02,APAC,1.0,free text note number 427 about this particular customer,0
CUS000428,9,$89.32,803.88,Month-to-month, Yes ,City_32,2022-07-12,APAC,4.0,free text note number 428 about this particular customer,1
CUS000429,57,$30.25,1724.25,Month-to-month,Yes,City_61,2023-09-16,APAC,5.0,free text note number 429 about this particular customer,1
CUS000430,22,$97.67,2148.74,One year, Yes ,City_9,2020-06-03,APAC,3.0,free text note number 430 about this particular customer,1
CUS000431,23,$54.92,1263.16,Two year,Yes,City_44,2023-01-24,APAC,4.0,free text note number 431 about this particular customer,1
CUS000432,48,$85.56,4106.88,Month-to-month,No,City_72,2022-03-08,APAC,3.0,free text note number 432 about this particular customer,1
CUS000433,62,$74.56,4622.72,Month-to-month, Yes ,City_17,2020-01-22,APAC,2.0,free text note number 433 about this particular customer,1
CUS000434,31,$15.00,465.0,Month-to-month, Yes ,City_31,2022-10-12,APAC,5.0,free text note number 434 about this particular customer,1
CUS000435,57,$51.10,2912.7,Month-to-month,Yes,City_71,2023-12-20,APAC,2.0,free text note number 435 about this particular customer,0
CUS000436,22,$75.51,1661.22,Month-to-month,no,City_58,2022-09-15,APAC,2.0,free text note number 436 about this particular customer,1
CUS000437,10,$108.85,1088.5,Month-to-month,No,City_42,2021-11-12,APAC,2.0,free text note number 437 about this particular customer,1
CUS000438,59,$77.18,4553.62,One year,No,City_5,2021-05-30,APAC,3.0,free text note number 438 about this particular customer,0
CUS000439,55,$76.44,,N/A,no,City_3,2020-09-26,APAC,3.0,free text note number 439 about this particular customer,0
CUS000440,54,$34.68,1872.72,Month-to-month,No,City_39,2022-09-24,APAC,2.0,free text note number 440 about this particular customer,1
CUS000441,63,$105.78,6664.14,Month-to-month,Yes,City_30,2023-09-27,APAC,2.0,free text note number 441 about this particular customer,1
CUS000442,36,$115.18,4146.48,Month-to-month,No,City_5,2021-01-03,APAC,3.0,free text note number 442 about this particular customer,1
CUS000443,15,$70.71,1060.65,Month-to-month,no,City_54,2021-09-21,APAC,1.0,free text note number 443 about this particular customer,1
CUS000444,42,$64.51,2709.42,Two year,No,City_79,2023-02-06,APAC,3.0,free text note number 444 about this particular customer,1
CUS000445,41,$29.52,1210.32,Month-to-month,No,City_68,2022-10-23,APAC,2.0,free text note number 445 about this particular customer,1
CUS000446,28,$92.08,2578.24,N/A,no,City_27,2022-04-08,APAC,2.0,free text note number 446 about this particular customer,1
CUS000447,46,$137.56,6327.76,One year,Yes,City_15,2023-01-31,APAC,2.0,free text note number 447 about this particular customer,1
CUS000448,19,$87.93,1670.67,Two year,Yes,City_28,2024-02-06,APAC,5.0,free text note number 448 about this particular customer,1
CUS000449,44,$101.59,4469.96,One year,Yes,City_47,2020-10-18,APAC,5.0,free text note number 449 about this particular customer,1
CUS000450,57,$83.55,4762.35,One year,No,City_62,2020-05-25,APAC,,free text note number 450 about this particular customer,0
CUS000451,7,$45.37,317.59,Month-to-month,No,City_6,2024-01-15,APAC,5.0,free text note number 451 about this particular customer,1
CUS000452,33,$103.42,3412.86,N/A,no,City_45,2020-12-24,APAC,4.0,free text note number 452 about this particular customer,1
CUS000453,47,$39.14,1839.58,Month-to-month, Yes ,City_72,2022-04-24,APAC,3.0,free text note number 453 about this particular customer,1
CUS000454,4,$64.73,258.92,Two year,Yes,City_41,2023-07-05,APAC,4.0,free text note number 454 about this particular customer,1
CUS000455,45,$76.97,3463.65,Two year,No,City_0,2020-03-26,APAC,4.0,free text note number 455 about this particular customer,0
CUS000456,65,$92.07,5984.55,Month-to-month,No,City_12,2022-09-15,APAC,,free text note number 456 about this particular customer,1
CUS000457,59,$80.40,4743.6,Two year,No,City_77,2022-03-16,APAC,3.0,free text note number 457 about this particular customer,0
CUS000458,49,$79.67,3903.83,One year, Yes ,City_49,2022-06-22,APAC,,free text note number 458 about this particular customer,1
CUS000459,58,$50.96,2955.68,One year,No,City_45,2020-01-28,APAC,,free text note number 459 about this particular customer,0
CUS000460,26,$37.77,982.02,Month-to-month,No,City_45,2022-09-14,APAC,,free text note number 460 about this particular customer,1
CUS000461,24,$71.54,1716.96,Month-to-month,No,City_60,2024-01-08,APAC,4.0,free text note number 461 about this particular customer,1
CUS000462,6,$52.25,313.5,Month-to-month,No,City_34,2023-05-06,APAC,4.0,free text note number 462 about this particular customer,1
CUS000463,52,$37.31,1940.12,Two year,No,City_53,2022-09-26,APAC,,free text note number 463 about this particular customer,1
CUS000464,23,$38.35,882.05,Two year,Yes,City_34,2020-06-29,APAC,3.0,free text note number 464 about this particular customer,1
CUS000465,62,$57.75,3580.5,Two year,No,City_40,2021-07-23,APAC,5.0,free text note number 465 about this particular customer,0
CUS000466,34,$23.69,805.46,Two year,No,City_24,2021-05-03,APAC,1.0,free text note number 466 about this particular customer,1
CUS000467,64,$36.31,,Two year,No,City_35,2023-04-13,APAC,2.0,free text note number 467 about this particular customer,0
CUS000468,10,$29.12,291.2,Month-to-month,No,City_5,2022-07-30,APAC,4.0,free text note number 468 about this particular customer,1
CUS000469,12,$74.56,894.72,One year,No,City_16,2023-04-06,APAC,4.0,free text note number 469 about this particular customer,1
CUS000470,25,$80.20,2005.0,Month-to-month,no,City_1,2021-07-09,APAC,2.0,free text note number 470 about this particular customer,1
CUS000471,2,$120.18,240.36,One year,Yes,City_22,2022-11-16,APAC,5.0,free text note number 471 about this particular customer,1
CUS000472,35,$32.56,1139.6,Month-to-month,no,City_19,2021-07-07,APAC,4.0,free text note number 472 about this particular customer,1
CUS000473,47,$53.01,2491.47,Two year,No,City_7,2020-12-18,APAC,2.0,free text note number 473 about this particular customer,0
CUS000474,47,$92.82,4362.54,Two year,No,City_78,2021-07-24,APAC,1.0,free text note number 474 about this particular customer,1
CUS000475,16,$64.58,1033.28,Month-to-month,No,City_21,2020-05-19,APAC,3.0,free text note number 475 about this particular customer,1
CUS000476,12,$61.83,741.96,One year,Yes,City_57,2023-08-18,APAC,5.0,free text note number 476 about this particular customer,1
CUS000477,41,$112.73,4621.93,Two year, Yes ,City_52,2023-07-08,APAC,,free text note number 477 about this particular customer,1
CUS000478,45,$61.54,2769.3,Month-to-month,no,City_7,2021-06-15,APAC,5.0,free text note number 478 about this particular customer,1
CUS000479,68,$41.10,2794.8,One year, Yes ,City_44,2023-08-25,APAC,2.0,free text note number 479 about this particular customer,0
CUS000480,64,$37.08,2373.12,Month-to-month,No,City_49,2021-03-26,APAC,5.0,free text note number 480 about this particular customer,1
CUS000481,27,$78.39,2116.53,One year,no,City_45,2021-06-02,APAC,2.0,free text note number 481 about this particular customer,0
CUS000482,12,$77.63,931.56,Two year,no,City_53,2020-08-22,APAC,3.0,free text note number 482 about this particular customer,1
CUS000483,18,$35.71,642.78,One year,No,City_42,2021-08-02,APAC,4.0,free text note number 483 about this particular customer,1
CUS000484,63,$45.37,2858.31,Month-to-month, Yes ,City_69,2022-01-06,APAC,3.0,free text note number 484 about this particular customer,1
CUS000485,33,$83.37,2751.21,One year,no,City_75,2021-08-27,APAC,3.0,free text note number 485 about this particular customer,1
CUS000486,71,$84.43,5994.53,One year,Yes,City_55,2023-10-06,APAC,3.0,free text note number 486 about this particular customer,0
CUS000487,47,$53.92,2534.24,Month-to-month,Yes,City_68,2021-02-19,APAC,,free text note number 487 about this particular customer,1
CUS000488,43,$85.56,,Month-to-month,No,City_31,2022-05-08,APAC,3.0,free text note number 488 about this particular customer,1
CUS000489,8,$84.30,674.4,Month-to-month,No,City_21,2023-11-08,APAC,1.0,free text note number 489 about this particular customer,1
CUS000490,42,$25.42,1067.64,Month-to-month,No,City_71,2021-06-30,APAC,3.0,free text note number 490 about this particular customer,1
CUS000491,28,$62.20,1741.6,Month-to-month,No,City_44,2022-03-08,APAC,4.0,free text note number 491 about this particular customer,1
CUS000492,60,$80.38,4822.8,One year,no,City_78,2023-08-22,APAC,4.0,free text note number 492 about this particular customer,1
CUS000493,10,$55.67,556.7,Two year,no,City_77,2022-11-30,APAC,,free text note number 493 about this particular customer,1
CUS000494,14,$16.53,231.42,Month-to-month,Yes,City_36,2022-10-13,APAC,4.0,free text note number 494 about this particular customer,1
CUS000495,48,$62.92,3020.16,One year,No,City_21,2022-06-26,APAC,5.0,free text note number 495 about this particular customer,0
CUS000496,49,$88.80,4351.2,One year,no,City_16,2020-12-31,APAC,5.0,free text note number 496 about this particular customer,0
CUS000497,59,$109.51,6461.09,One year,no,City_56,2020-05-14,APAC,3.0,free text note number 497 about this particular customer,0
CUS000498,38,$15.23,578.74,One year,Yes,City_5,2021-05-19,APAC,3.0,free text note number 498 about this particular customer,0
CUS000499,27,$135.33,,Month-to-month,No,City_51,2020-04-18,APAC,3.0,free text note number 499 about this particular customer,1
CUS000500,22,$41.82,920.04,N/A,Yes,City_23,2022-05-11,APAC,2.0,free text note number 500 about this particular customer,0
CUS000501,27,$93.92,2535.84,Month-to-month,No,City_53,2020-08-09,APAC,1.0,free text note number 501 about this particular customer,1
CUS000502,48,$100.85,4840.8,Month-to-month, Yes ,City_23,2022-05-31,APAC,2.0,free text note number 502 about this particular customer,1
CUS000503,39,$94.58,3688.62,Month-to-month,Yes,City_44,2022-01-15,APAC,2.0,free text note number 503 about this particular customer,1
CUS000504,22,$73.74,1622.28,One year,no,City_78,2024-02-03,APAC,1.0,free text note number 504 about this particular customer,1
CUS000505,16,$40.96,655.36,One year,No,City_59,2022-07-30,APAC,3.0,free text note number 505 about this particular customer,1
CUS000506,51,$85.66,4368.66,N/A, Yes ,City_8,2023-12-02,APAC,2.0,free text note number 506 about this particular customer,1
CUS000507,18,$52.12,938.16,Two year,no,City_30,2024-02-02,APAC,,free text note number 507 about this particular customer,1
CUS000508,15,$15.00,225.0,One year,Yes,City_42,2020-12-08,APAC,3.0,free text note number 508 about this particular customer,1
CUS000509,24,$140.72,3377.28,Two year,No,City_74,2023-09-13,APAC,1.0,free text note number 509 about this particular customer,1
CUS000510,61,$87.70,5349.7,Month-to-month,no,City_42,2022-01-30,APAC,4.0,free text note number 510 about this particular customer,1
CUS000511,33,$115.45,3809.85,N/A,Yes,City_45,2023-01-13,APAC,4.0,free text note number 511 about this particular customer,1
CUS000512,43,$47.21,2030.03,Month-to-month,no,City_25,2021-08-06,APAC,,free text note number 512 about this particular customer,1
CUS000513,6,$106.69,640.14,One year,Yes,City_27,2021-07-29,APAC,2.0,free text note number 513 about this particular customer,1
CUS000514,25,$109.75,2743.75,Month-to-month,Yes,City_36,2020-01-25,APAC,3.0,free text note number 514 about this particular customer,1
CUS000515,54,$108.86,5878.44,Month-to-month,No,City_51,2021-05-31,APAC,4.0,free text note number 515 about this particular customer,1
CUS000516,55,$69.47,3820.85,Month-to-month,Yes,City_60,2021-01-16,APAC,4.0,free text note number 516 about this particular customer,1
CUS000517,42,$39.94,1677.48,Month-to-month, Yes ,City_54,2022-11-11,APAC,4.0,free text note number 517 about this particular customer,1
CUS000518,63,$65.57,4130.91,Month-to-month,Yes,City_18,2021-10-01,APAC,,free text note number 518 about this particular customer,1
CUS000519,22,$15.00,330.0,Month-to-month,No,City_73,2021-06-02,APAC,,free text note number 519 about this particular customer,1
CUS000520,12,$27.45,329.4,Two year,No,City_54,2020-05-29,APAC,1.0,free text note number 520 about this particular customer,1
CUS000521,6,$72.30,433.8,Month-to-month,No,City_50,2023-02-22,APAC,3.0,free text note number 521 about this particular customer,1
CUS000522,15,$45.22,,Two year, Yes ,City_68,2022-01-02,APAC,,free text note number 522 about this particular customer,1
CUS000523,55,$65.89,3623.95,Two year,No,City_41,2022-12-28,APAC,1.0,free text note number 523 about this particular customer,0
CUS000524,65,$67.28,4373.2,Month-to-month,no,City_66,2021-03-08,APAC,3.0,free text note number 524 about this particular customer,1
CUS000525,10,$118.27,1182.7,One year,Yes,City_28,2020-06-28,APAC,5.0,free text note number 525 about this particular customer,1
CUS000526,36,$102.44,3687.84,One year,No,City_76,2020-08-24,APAC,1.0,free text note number 526 about this particular customer,1
CUS000527,10,$68.88,688.8,Month-to-month,Yes,City_34,2023-04-20,APAC,4.0,free text note number 527 about this particular customer,1
CUS000528,60,$100.22,6013.2,Two year,no,City_52,2022-10-02,APAC,,free text note number 528 about this particular customer,1
CUS000529,10,$50.51,505.1,Two year,No,City_22,2020-05-20,APAC,4.0,free text note number 529 about this particular customer,1
CUS000530,46,$61.58,2832.68,Month-to-month,Yes,City_49,2020-10-18,APAC,1.0,free text note number 530 about this particular customer,1
CUS000531,6,$92.76,556.56,Two year,no,City_49,2021-04-21,APAC,2.0,free text note number 531 about this particular customer,1
CUS000532,53,$38.96,2064.88,Month-to-month,No,City_9,2022-05-11,APAC,3.0,free text note number 532 about this particular customer,1
CUS000533,65,$63.03,4096.95,Month-to-month,No,City_68,2024-01-02,APAC,1.0,free text note number 533 about this particular customer,1
CUS000534,52,$36.98,1922.96,Month-to-month,Yes,City_60,2022-12-18,APAC,4.0,free text note number 534 about this particular customer,1
CUS000535,20,$72.94,1458.8,Month-to-month, Yes ,City_47,2022-09-03,APAC,3.0,free text note number 535 about this particular customer,1
CUS000536,60,$110.81,6648.6,Month-to-month,No,City_56,2021-05-02,APAC,3.0,free text note number 536 about this particular customer,0
CUS000537,22,$51.20,1126.4,Month-to-month,no,City_16,2023-07-08,APAC,5.0,free text note number 537 about this particular customer,1
CUS000538,54,$75.65,4085.1,N/A,Yes,City_56,2023-11-17,APAC,4.0,free text note number 538 about this particular customer,1
CUS000539,60,$47.57,2854.2,Two year,No,City_2,2023-10-22,APAC,5.0,free text note number 539 about this particular customer,0
CUS000540,35,$41.26,1444.1,Two year,No,City_16,2023-04-16,APAC,2.0,free text note number 540 about this particular customer,1
CUS000541,45,$39.10,1759.5,Month-to-month,No,City_70,2021-01-31,APAC,3.0,free text note number 541 about this particular customer,1
CUS000542,61,$106.37,6488.57,Month-to-month,No,City_79,2020-03-10,APAC,4.0,free text note number 542 about this particular customer,1
CUS000543,14,$129.06,1806.84,One year,no,City_23,2023-04-08,APAC,4.0,free text note number 543 about this particular customer,1
CUS000544,2,$82.08,164.16,Month-to-month, Yes ,City_60,2021-08-25,APAC,5.0,free text note number 544 about this particular customer,1
CUS000545,31,$52.09,1614.79,Month-to-month,Yes,City_55,2021-07-12,APAC,3.0,free text note number 545 about this particular customer,1
CUS000546,13,$87.62,1139.06,One year,no,City_61,2023-02-05,APAC,,free text note number 546 about this particular customer,0
CUS000547,63,$61.64,3883.32,Month-to-month,Yes,City_75,2020-04-07,APAC,2.0,free text note number 547 about this particular customer,1
CUS000548,62,$90.03,5581.86,One year,Yes,City_24,2020-03-14,APAC,4.0,free text note number 548 about this particular customer,0
CUS000549,27,$77.27,2086.29,One year,No,City_75,2020-06-09,APAC,5.0,free text note number 549 about this particular customer,0
CUS000550,22,$76.99,1693.78,Month-to-month,Yes,City_43,2020-11-21,APAC,,free text note number 550 about this particular customer,1
CUS000551,51,$85.18,4344.18,Month-to-month,no,City_44,2020-07-08,APAC,3.0,free text note number 551 about this particular customer,1
CUS000552,33,$55.51,1831.83,Month-to-month,No,City_37,2022-08-08,APAC,5.0,free text note number 552 about this particular customer,1
CUS000553,7,$59.89,,Month-to-month,No,City_73,2022-08-05,APAC,4.0,free text note number 553 about this particular customer,1
CUS000554,48,$26.97,1294.56,Two year,no,City_75,2023-01-10,APAC,4.0,free text note number 554 about this particular customer,0
CUS000555,52,$58.95,3065.4,One year, Yes ,City_32,2022-08-20,APAC,3.0,free text note number 555 about this particular customer,0
CUS000556,5,$34.44,172.2,Month-to-month,No,City_10,2022-03-04,APAC,5.0,free text note number 556 about this particular customer,1
CUS000557,56,$66.38,3717.28,Two year,No,City_75,2023-06-25,APAC,1.0,free text note number 557 about this particular customer,0
CUS000558,38,$46.06,1750.28,One year,no,City_11,2023-01-17,APAC,,free text note number 558 about this particular customer,1
CUS000559,59,$72.53,4279.27,Month-to-month,Yes,City_54,2021-03-18,APAC,4.0,free text note number 559 about this particular customer,1
CUS000560,61,$81.33,4961.13,Month-to-month, Yes ,City_30,2020-10-24,APAC,4.0,free text note number 560 about this particular customer,1
CUS000561,48,$34.50,1656.0,Month-to-month,Yes,City_6,2023-02-17,APAC,2.0,free text note number 561 about this particular customer,1
CUS000562,24,$49.67,1192.08,Two year,Yes,City_77,2021-09-11,APAC,4.0,free text note number 562 about this particular customer,1
CUS000563,27,$46.42,1253.34,Month-to-month,no,City_64,2021-02-04,APAC,2.0,free text note number 563 about this particular customer,1
CUS000564,52,$88.66,4610.32,Month-to-month,Yes,City_27,2021-02-18,APAC,5.0,free text note number 564 about this particular customer,1
CUS000565,5,$112.66,563.3,Two year,No,City_12,2021-04-15,APAC,4.0,free text note number 565 about this particular customer,1
CUS000566,17,$91.29,1551.93,Month-to-month,No,City_48,2020-04-17,APAC,2.0,free text note number 566 about this particular customer,1
CUS000567,37,$61.26,2266.62,Two year,Yes,City_79,2022-09-10,APAC,5.0,free text note number 567 about this particular customer,1
CUS000568,67,$106.63,7144.21,Month-to-month,No,City_21,2021-09-30,APAC,4.0,free text note number 568 about this particular customer,1
CUS000569,54,$32.15,1736.1,Month-to-month,No,City_3,2021-08-11,APAC,3.0,free text note number 569 about this particular customer,0
CUS000570,58,$107.48,6233.84,N/A,Yes,City_12,2020-08-29,APAC,4.0,free text note number 570 about this particular customer,1
CUS000571,14,$53.59,750.26,N/A,No,City_60,2024-02-06,APAC,4.0,free text note number 571 about this particular customer,1
CUS000572,20,$15.00,300.0,One year,No,City_74,2023-01-09,APAC,3.0,free text note number 572 about this particular customer,1
CUS000573,19,$136.27,2589.13,Month-to-month,Yes,City_12,2021-04-19,APAC,4.0,free text note number 573 about this particular customer,1
CUS000574,54,$109.45,5910.3,Month-to-month,no,City_1,2020-08-29,APAC,5.0,free text note number 574 about this particular customer,1
CUS000575,39,$44.20,1723.8,Month-to-month,No,City_43,2020-12-22,APAC,5.0,free text note number 575 about this particular customer,1
CUS000576,15,$74.23,1113.45,Month-to-month,Yes,City_42,2021-10-31,APAC,5.0,free text note number 576 about this particular customer,1
CUS000577,54,$64.64,3490.56,Month-to-month,no,City_29,2023-08-11,APAC,2.0,free text note number 577 about this particular customer,1
CUS000578,46,$72.56,3337.76,One year,No,City_15,2023-03-30,APAC,5.0,free text note number 578 about this particular customer,0
CUS000579,64,$32.92,2106.88,Month-to-month,Yes,City_70,2023-08-02,APAC,,free text note number 579 about this particular customer,1
CUS000580,40,$52.96,2118.4,Month-to-month,Yes,City_66,2021-12-09,APAC,3.0,free text note number 580 about this particular customer,1
CUS000581,9,$81.70,735.3,Month-to-month,Yes,City_21,2020-09-01,APAC,,free text note number 581 about this particular customer,1
CUS000582,64,$75.57,4836.48,Month-to-month,Yes,City_16,2020-11-28,APAC,2.0,free text note number 582 about this particular customer,1
CUS000583,14,$99.98,1399.72,Two year,No,City_57,2021-05-21,APAC,1.0,free text note number 583 about this particular customer,1
CUS000584,4,$71.99,287.96,Month-to-month,Yes,City_33,2020-05-18,APAC,3.0,free text note number 584 about this particular customer,1
CUS000585,57,$128.73,7337.61,One year,Yes,City_75,2022-02-04,APAC,2.0,free text note number 585 about this particular customer,1
CUS000586,32,$52.11,1667.52,Month-to-month,No,City_69,2020-01-14,APAC,2.0,free text note number 586 about this particular customer,1
CUS000587,46,$76.48,3518.08,One year,Yes,City_5,2020-04-09,APAC,3.0,free text note number 587 about this particular customer,1
CUS000588,10,$22.09,220.9,One year,Yes,City_22,2022-09-26,APAC,,free text note number 588 about this particular customer,1
CUS000589,52,$38.67,,Month-to-month,Yes,City_57,2021-07-10,APAC,4.0,free text note number 589 about this particular customer,0
CUS000590,29,$103.21,2993.09,One year,Yes,City_4,2023-11-20,APAC,,free text note number 590 about this particular customer,1
CUS000591,71,$46.43,3296.53,Two year,Yes,City_6,2023-03-01,APAC,4.0,free text note number 591 about this particular customer,0
CUS000592,46,$83.27,3830.42,One year,No,City_20,2021-03-02,APAC,3.0,free text note number 592 about this particular customer,0
CUS000593,67,$68.46,4586.82,One year,no,City_62,2023-02-26,APAC,1.0,free text note number 593 about this particular customer,0
CUS000594,57,$43.89,2501.73,Month-to-month,no,City_77,2022-08-02,APAC,1.0,free text note number 594 about this particular customer,0
CUS000595,60,$61.29,3677.4,Month-to-month,No,City_68,2020-08-11,APAC,5.0,free text note number 595 about this particular customer,1
CUS000596,7,$57.14,399.98,One year,no,City_18,2022-05-21,APAC,4.0,free text note number 596 about this particular customer,0
CUS000597,56,$57.82,3237.92,Two year,no,City_11,2021-03-31,APAC,4.0,free text note number 597 about this particular customer,0
CUS000598,43,$88.84,3820.12,Month-to-month,No,City_14,2020-03-28,APAC,5.0,free text note number 598 about this particular customer,1
CUS000599,29,$86.31,2502.99,Month-to-month,no,City_70,2021-02-06,APAC,4.0,free text note number 599 about this particular customer,1
CUS000600,23,$55.56,1277.88,Month-to-month,No,City_55,2020-11-28,APAC,3.0,free text note number 600 about this particular customer,1
CUS000601,46,$47.32,2176.72,One year,no,City_35,2022-10-23,APAC,5.0,free text note number 601 about this particular customer,0
CUS000602,15,$77.06,1155.9,Month-to-month,No,City_43,2021-09-18,APAC,4.0,free text note number 602 about this particular customer,1
CUS000603,14,$67.50,945.0,Two year,no,City_24,2020-07-16,APAC,1.0,free text note number 603 about this particular customer,1
CUS000604,63,$95.71,6029.73,One year,no,City_57,2021-10-30,APAC,5.0,free text note number 604 about this particular customer,1
CUS000605,54,$136.38,7364.52,Two year,Yes,City_77,2024-01-18,APAC,3.0,free text note number 605 about this particular customer,0
CUS000606,42,$91.07,3824.94,One year,no,City_51,2022-12-26,APAC,5.0,free text note number 606 about this particular customer,1
CUS000607,54,$69.13,3733.02,One year,Yes,City_30,2020-06-23,APAC,5.0,free text note number 607 about this particular customer,1
CUS000608,23,$65.70,1511.1,Two year,No,City_22,2020-11-26,APAC,,free text note number 608 about this particular customer,1
CUS000609,52,$48.58,2526.16,Month-to-month,No,City_16,2022-03-04,APAC,2.0,free text note number 609 about this particular customer,1
CUS000610,15,$47.33,,One year,no,City_61,2022-03-07,APAC,4.0,free text note number 610 about this particular customer,1
CUS000611,32,$44.91,1437.12,Month-to-month,Yes,City_26,2022-11-21,APAC,3.0,free text note number 611 about this particular customer,1
CUS000612,11,$60.12,661.32,One year,No,City_37,2021-04-16,APAC,5.0,free text note number 612 about this particular customer,1
CUS000613,27,$59.32,1601.64,Month-to-month,No,City_72,2023-11-23,APAC,2.0,free text note number 613 about this particular customer,1
CUS000614,25,$88.59,2214.75,One year,Yes,City_76,2021-04-23,APAC,5.0,free text note number 614 about this particular customer,1
CUS000615,30,$60.03,1800.9,Month-to-month,No,City_78,2022-07-10,APAC,,free text note number 615 about this particular customer,1
CUS000616,34,$65.06,,One year,No,City_0,2022-02-27,APAC,4.0,free text note number 616 about this particular customer,1
CUS000617,3,$39.54,118.62,One year,Yes,City_36,2023-07-07,APAC,4.0,free text note number 617 about this particular customer,0
CUS000618,25,$111.11,2777.75,Two year,no,City_31,2021-06-10,APAC,4.0,free text note number 618 about this particular customer,1
CUS000619,60,$82.67,4960.2,Two year,Yes,City_39,2022-03-07,APAC,5.0,free text note number 619 about this particular customer,0
CUS000620,31,$114.72,3556.32,Month-to-month,Yes,City_41,2023-06-09,APAC,1.0,free text note number 620 about this particular customer,1
CUS000621,39,$89.92,3506.88,One year,No,City_47,2020-11-27,APAC,5.0,free text note number 621 about this particular customer,1
CUS000622,8,$107.24,857.92,Month-to-month,Yes,City_47,2022-01-10,APAC,3.0,free text note number 622 about this particular customer,1
CUS000623,28,$63.79,1786.12,Month-to-month, Yes ,City_67,2021-09-23,APAC,3.0,free text note number 623 about this particular customer,1
CUS000624,69,$87.93,6067.17,One year, Yes ,City_51,2020-12-25,APAC,5.0,free text note number 624 about this particular customer,0
CUS000625,39,$137.64,5367.96,Two year, Yes ,City_0,2022-06-29,APAC,2.0,free text note number 625 about this particular customer,1
